,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,jpg_url,img_num,confident,dog_breed,retweet_count,favorite_count
17,888804989199671297,2017-07-22 16:56:37,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,10,10,Zeke,1,1,1,1,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,0.46976,golden_retriever,4559,26080
18,888554962724278272,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,10,10,Ralphus,1,1,1,1,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,0.700377,Siberian_husky,3732,20290
19,888078434458587136,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,10,10,Gerald,1,1,1,1,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,0.995026,French_bulldog,3653,22201
20,887705289381826560,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,10,10,Jeffrey,1,1,1,1,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,0.821664,basset,5609,30779
21,887517139158093824,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,10,10,such,1,1,1,1,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,0.0,Unknown,12082,46959
22,887473957103951883,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,10,10,Canela,1,1,1,1,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,0.809197,Pembroke,18781,69871
23,887343217045368832,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,10,10,,1,1,1,1,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,0.330741,Mexican_hairless,10737,34222
24,887101392804085760,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,10,10,,1,1,1,1,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,0.733942,Samoyed,6167,31061
25,886983233522544640,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,10,10,Maya,1,1,1,1,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,0.793469,Chihuahua,8084,35859
26,886736880519319552,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",10,10,Mingus,1,1,1,1,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,0.309706,kuvasz,3443,12306
27,886680336477933568,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,10,10,Derek,1,1,1,1,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,0.0,Unknown,4610,22798
28,886366144734445568,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,10,10,Roscoe,1,1,1,1,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,0.999201,French_bulldog,3316,21524
29,886258384151887873,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,10,10,Waffles,1,1,1,1,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,0.943575,pug,6523,28469
30,885984800019947520,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,10,10,Jimbo,1,1,1,1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,0.972494,Blenheim_spaniel,7097,33382
31,885528943205470208,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,10,10,Maisey,1,1,1,1,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,0.369275,pug,6683,36689
32,885518971528720385,2017-07-13 15:19:09,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,10,10,,1,1,1,1,,,,,3899,20788
33,885167619883638784,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,10,10,,1,1,1,1,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,0.8124819999999999,malamute,4556,22367
34,884925521741709313,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",10,10,Earl,1,1,1,1,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,0.259916,Italian_greyhound,16439,68152
35,884876753390489601,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,10,10,Lola,1,1,1,1,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,0.822103,chow,6096,28514
36,884562892145688576,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,10,10,Kevin,1,1,1,1,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,0.5464060000000001,pug,5100,24765
37,884441805382717440,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",10,10,,1,1,1,1,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,0.993225,Pembroke,5856,27478
38,884247878851493888,2017-07-10 03:08:17,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,10,10,,1,1,1,1,,,,,21298,74423
39,884162670584377345,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,10,10,Yogi,1,1,1,1,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,0.707046,German_shepherd,3128,20771
40,883838122936631299,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,10,10,Noah,1,1,1,1,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,0.610946,Doberman,3586,22349
41,883482846933004288,2017-07-08 00:28:19,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,1,1,1,1,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,0.943082,golden_retriever,10407,46860
42,883360690899218434,2017-07-07 16:22:55,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,10,10,Grizzwald,1,1,1,1,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,0.987997,chow,3825,22986
43,883117836046086144,2017-07-07 00:17:54,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",10,10,,1,1,1,1,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,0.949562,golden_retriever,6949,37914
44,882992080364220416,2017-07-06 15:58:11,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,10,10,Rusty,1,1,1,1,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,0.4667779999999999,Eskimo_dog,4122,24445
45,882762694511734784,2017-07-06 00:46:41,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,10,10,Gus,1,1,1,1,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,0.85005,Labrador_retriever,5134,28903
46,882627270321602560,2017-07-05 15:48:34,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,10,10,Stanley,1,1,1,1,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,0.542982,Pembroke,6342,28382
47,882268110199369728,2017-07-04 16:01:23,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,10,10,Alfy,1,1,1,1,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,0.762211,golden_retriever,12118,45880
48,882045870035918850,2017-07-04 01:18:17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",10,10,Koko,1,1,1,1,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,0.00694063,golden_retriever,5203,29900
49,881906580714921986,2017-07-03 16:04:48,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,10,10,Rey,1,1,1,1,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,0.291539,Weimaraner,3533,24773
50,881666595344535552,2017-07-03 00:11:11,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,10,10,Gary,1,1,1,1,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,0.529012,Saluki,11099,51522
51,881536004380872706,2017-07-02 15:32:16,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",10,10,a,1,1,1,1,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,0.281463,Samoyed,16570,50199
52,881268444196462592,2017-07-01 21:49:04,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,10,10,Elliot,1,1,1,1,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,0.0,Unknown,5358,23501
53,880935762899988482,2017-06-30 23:47:07,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,10,10,Louis,1,1,1,1,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,0.0,Unknown,2886,17346
54,880872448815771648,2017-06-30 19:35:32,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,10,10,,1,1,1,1,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,0.791416,Pembroke,3989,21734
55,880465832366813184,2017-06-29 16:39:47,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,10,10,Bella,1,1,1,1,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,0.913255,golden_retriever,6546,29075
56,880221127280381952,2017-06-29 00:27:25,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,10,10,Jesse,1,1,1,1,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,0.238525,Chihuahua,4436,27640
57,880095782870896641,2017-06-28 16:09:20,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,10,10,,1,1,1,1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,0.120298,miniature_pinscher,4533,28150
58,879862464715927552,2017-06-28 00:42:13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,10,10,Romeo,1,1,1,1,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,0.813507,basset,3642,22667
59,879492040517615616,2017-06-27 00:10:17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,10,10,Bailey,1,1,1,1,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,0.479896,German_short-haired_pointer,3323,23822
60,879415818425184262,2017-06-26 19:07:24,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,10,10,Duddles,1,1,1,1,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,0.383404,English_springer,45849,107956
61,879376492567855104,2017-06-26 16:31:08,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,10,10,Jack,1,1,1,1,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,0.0334961,Labrador_retriever,3261,17099
62,879050749262655488,2017-06-25 18:56:45,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,10,10,Steven,1,1,1,1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,0.0,Unknown,4941,23022
63,879008229531029506,2017-06-25 16:07:47,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,10,10,Beau,1,1,1,1,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,0.960513,vizsla,2812,19317
64,878776093423087618,2017-06-25 00:45:22,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,10,10,Snoopy,1,1,1,1,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,0.734684,Italian_greyhound,4319,19763
65,878604707211726852,2017-06-24 13:24:20,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,10,10,,1,1,1,1,,,,,7582,30931
66,878281511006478336,2017-06-23 16:00:04,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",10,10,Shadow,1,1,1,1,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,0.32042,basset,1349,7913
67,878057613040115712,2017-06-23 01:10:23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,10,10,Emmy,1,1,1,1,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,0.839097,French_bulldog,7181,42876
68,877736472329191424,2017-06-22 03:54:17,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,10,10,Aja,1,1,1,1,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,0.8379559999999999,Chesapeake_Bay_retriever,17300,71144
69,877556246731214848,2017-06-21 15:58:08,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,10,10,Penny,1,1,1,1,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,0.995368,basset,3994,23258
70,877316821321428993,2017-06-21 00:06:44,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",10,10,Dante,1,1,1,1,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,0.5099670000000001,Saluki,5414,27907
71,877201837425926144,2017-06-20 16:29:50,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,10,10,Nelly,1,1,1,1,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,0.93112,Pembroke,5880,27755
72,876838120628539392,2017-06-19 16:24:33,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,10,10,Ginger,1,1,1,1,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,0.575751,bloodhound,3506,21125
73,876537666061221889,2017-06-18 20:30:39,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,10,10,,1,1,1,1,,,,,4800,23869
74,876484053909872640,2017-06-18 16:57:37,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,10,10,Benedict,1,1,1,1,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,0.874566,golden_retriever,2511,19163
75,876120275196170240,2017-06-17 16:52:05,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",10,10,Venti,1,1,1,1,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,0.534327,Bernese_mountain_dog,4903,28490
76,875747767867523072,2017-06-16 16:11:53,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",10,10,Goose,1,1,1,1,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,0.799551,Labrador_retriever,4497,25773
77,875144289856114688,2017-06-15 00:13:52,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,10,10,Nugget,1,1,1,1,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,0.245048,Siberian_husky,5081,22185
78,875097192612077568,2017-06-14 21:06:43,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,10,10,,1,1,1,1,,,,,6342,27997
79,875021211251597312,2017-06-14 16:04:48,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,10,10,,1,1,1,1,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,0.7143189999999999,West_Highland_white_terrier,4922,26022
80,874680097055178752,2017-06-13 17:29:20,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,10,10,Cash,1,1,1,1,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,0.836052,Labrador_retriever,4875,28439
81,874296783580663808,2017-06-12 16:06:11,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,10,10,Jed,1,1,1,1,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,0.437216,cocker_spaniel,4308,26651
82,874057562936811520,2017-06-12 00:15:36,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",10,10,,1,1,1,1,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,0.8321770000000001,flat-coated_retriever,4125,23134
83,874012996292530176,2017-06-11 21:18:31,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",10,10,Sebastian,1,1,1,1,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,0.806674,Cardigan,11007,35501
84,873580283840344065,2017-06-10 16:39:04,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",10,10,,1,1,1,1,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,0.678537,Newfoundland,4143,24837
85,873213775632977920,2017-06-09 16:22:42,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",10,10,Sierra,1,1,1,1,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,0.6197819999999999,vizsla,1667,7467
86,872967104147763200,2017-06-09 00:02:31,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,10,10,,1,1,1,1,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,0.476913,Labrador_retriever,5669,28031
87,872820683541237760,2017-06-08 14:20:41,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",10,10,,1,1,1,1,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,0.99912,pug,3884,15029
